Name,Program Identifier,Inspection Date,Description,Address,City,zipcode,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
JACKSON PARK  GOLF COURSE,JACKSON PARK  GOLF COURSE,2019-08-21,Seating 13-50 - Risk Category III,1000 NE 135TH ST ,Seattle,98125,(206) 216-4140,-122.3166438375,47.7285961584,JACKSON PARK  GOLF COURSE,Routine Inspection/Field Review,15.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0001147,DAZPGKOSB,IVSIHST00,1.0
OLIVE AND GRAPE (THE),OLIVE AND GRAPE (THE),2019-08-21,Seating 13-50 - Risk Category III,8516 GREENWOOD AVE N ,Seattle,98103,(206) 310-5882,-122.3549830363,47.690879933000005,OLIVE AND GRAPE (THE),Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0045844,DAPJ1DP9P,,1.0
DIESEL,DIESEL,2019-08-21,Seating 13-50 - Risk Category III,1413 14TH AVE ,Seattle,98122,(206) 323-2158,-122.31445313180001,47.6133610196,DIESEL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0002955,DA0SUP05A,,1.0
BROADCAST COFFEE ROASTERS,BROADCAST COFFEE ROASTERS,2019-08-21,Seating 13-50 - Risk Category II,2515 S JACKSON ST,SEATTLE,98144,(206) 948-2588,-122.29918049,47.59913414,BROADCAST COFFEE ROASTERS,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086820,DAZHRRBQB,,1.0
KUAN ZHAI ALLEY RESTAURANT,KUAN ZHAI ALLEY RESTAURANT,2019-08-21,Seating 51-150 - Risk Category III,14409 GREENWOOD AVE N,SEATTLE,98133,(206) 739-9687,-122.356033765,47.733481107399996,KUAN ZHAI ALLEY RESTAURANT,Routine Inspection/Field Review,30.0,Unsatisfactory,False,RED,1800 - Proper cooking time and temperature; proper use of non-continuous cooking,25,PR0071098,DA88ZZRPN,IVR33HRNW,3.0
CHUCK'S HOP SHOP,CHUCK'S HOP SHOP,2019-08-21,Seating 51-150 - Risk Category I,2001 E UNION ST,SEATTLE,98122,(206) 552-9545,-122.30583907,47.61270199,CHUCK'S HOP SHOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083767,DAAAZDTV0,,1.0
"HUMMINGBIRD SALOON, LLC","HUMMINGBIRD SALOON, LLC",2019-08-21,Seating 13-50 - Risk Category III,5041 RAINIER AVE S #103,SEATTLE,98118,(206) 349-1731,-122.28379698,47.55595766,"HUMMINGBIRD SALOON, LLC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0082416,DAAR8WTY9,,2.0
CHEESE PLATTERS AND MORE,CHEESE PLATTERS AND MORE,2019-08-21,Seating 0-12 - Risk Category III,2717 E UNION ST,SEATTLE,98122,(206) 793-7008,-122.29655649,47.61278938,CHEESE PLATTERS AND MORE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2700 - Variance obtained for specialized processing ...,10,PR0087680,DA1RHCCKG,IV574PCGG,1.0
VALHALLA SANDWICHES,VALHALLA SANDWICHES,2019-08-21,Seating 13-50 - Risk Category III,8202 GREENWOOD AVE N ,Seattle,98103,(206) 714-5090,-122.3550173333,47.6885402394,VALHALLA SANDWICHES,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0008266,DAI2JNKVE,IVLYYRAWM,1.0
LITTLE TING'S GOURMET,LITTLE TING'S DUMPLINGS,2019-08-21,Seating 13-50 - Risk Category III,14411 GREENWOOD AVE N,SEATTLE,98133,(206) 393-8944,-122.3560224673,47.7335573333,LITTLE TING'S GOURMET,Routine Inspection/Field Review,21.0,Unsatisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0071025,DAUZW70TH,IVZJSL7XU,4.0
BA BAR RESTAURANT (U VILLAGE),BA BAR RESTAURANT (U VILLAGE),2019-08-22,Seating 51-150 - Risk Category III,2685 NE 46TH ST,SEATTLE,98105,(206) 434-1221,-122.29806090000001,47.66165074,BA BAR RESTAURANT (U VILLAGE),Routine Inspection/Field Review,8.0,Unsatisfactory,False,BLUE,"3600 - Proper eating, tasting, drinking, or tobacco use",3,PR0083570,DAPQBLMIJ,IVOKKKHPE,3.0
CHINA HARBOR,CHINA HARBOR,2019-08-22,Seating > 250 - Risk Category III,2040 WESTLAKE AVE N ,SEATTLE,98109,(425) 240-6640,-122.339879203,47.6373369779,CHINA HARBOR,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0010269,DAT4PXIX0,IVQ0DW8DQ,1.0
MEKONG VILLAGE,MEKONG VILLAGE,2019-08-22,Seating 51-150 - Risk Category III,12020 AURORA AVE N,Seattle,98133,(206) 334-5330,-122.3442497249,47.716651713999994,MEKONG VILLAGE,Routine Inspection/Field Review,38.0,Unsatisfactory,False,BLUE,3000 - Proper thawing methods used,3,PR0001908,DAM8K0Q0Z,IVUOUJQEC,2.0
METROPOLITAN DELI,METROPOLITAN DELI,2019-08-22,Seating 0-12 - Risk Category III,1287 WESTLAKE AVE N,SEATTLE,98109,(425) 246-2830,-122.34133876,47.63197839,METROPOLITAN DELI,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,2200 - Accurate thermometer provided and used ...,5,PR0086804,DA5BVDFOA,IVJDMPADM,2.0
THAI'S CORNER CUISINE,THAI'S CORNER CUISINE,2019-08-22,Seating 51-150 - Risk Category III,14816 1ST AVE S,BURIEN,98168,(206) 246-5889,-122.3333762342,47.470250548900005,THAI'S CORNER CUISINE,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0004605,DAGLG45MM,IVTVUEB0H,1.0
WINGSTOP,WINGSTOP,2019-08-22,Seating 13-50 - Risk Category III,2600 SW BARTON ST STE #B8,SEATTLE,98126,(206) 257-5021,-122.36626740000001,47.52254071,WINGSTOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0085894,DAIJQDHEQ,,2.0
CAFE ELITE,CAFE ELITE,2019-08-22,Seating 0-12 - Risk Category II,14846 1ST AVE S,BURIEN,98168,(253) 589-1060,-122.33353213,47.46908943,CAFE ELITE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0088528,DAMAGTWPW,,1.0
LESCHI FOOD MART INC-GROCERY,LESCHI FOOD MART INC-GROCERY,2019-08-22,Seating 0-12 - Risk Category III,103 LAKESIDE AVE ,Seattle,98122,(206) 322-0700,-122.2858836977,47.6018426652,LESCHI FOOD MART INC-GROCERY,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0003205,DA07XXKAP,,1.0
CELEST CAFE,CELEST CAFE,2019-08-22,Seating 13-50 - Risk Category III,1100 N 115TH ST STE 101,SEATTLE,98133,(425) 221-9859,-122.34418155,47.71256681,CELEST CAFE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0083481,DAOBZI6VK,IVQAEMUSL,1.0
HABANERO BAR & GRILL,HABANERO BAR & GRILL,2019-08-22,Seating 51-150 - Risk Category III,14830 1ST AVE S,BURIEN,98168,(206) 931-0699,-122.3333961509,47.4697634913,HABANERO BAR & GRILL,Routine Inspection/Field Review,20.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0077847,DAN0520IC,IV2XHTCUJ,2.0
CJ'S EATERY,CJ'S EATERY,2019-08-22,Seating 51-150 - Risk Category III,2619 1ST AVE ,Seattle,98121,,-122.35064399950001,47.615578578000004,CJ'S EATERY,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1600 - Proper cooling procedure,25,PR0018206,DAR8PLQSR,IVNMIEVTU,3.0
SUB SHOP #182,SUB SHOP #182,2019-08-22,Seating 13-50 - Risk Category III,9031 25TH AVE SW,SEATTLE,98126,,-122.36558000000001,47.522465999999994,SUB SHOP #182,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0066999,DAFKCCR0I,,1.0
Pho Big Bowl,Pho Big Bowl,2019-08-22,Seating 13-50 - Risk Category III,2248 NW Market ST,SEATTLE,98107,(206) 778-6937,-122.38701692,47.66896124,Pho Big Bowl,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0079673,DAJSOMHD3,,1.0
EARL'S ON THE AVE,EARL'S ON THE AVE,2019-08-22,Seating 51-150 - Risk Category III,4333 UNIVERSITY WAY NE ,Seattle,98105,(206) 355-3755,-122.3134723303,47.6608132728,EARL'S ON THE AVE,Routine Inspection/Field Review,20.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0049610,DA9XMT2CX,IV0B6HWIQ,2.0
TODO MEXICO,TODO MEXICO,2019-08-22,Seating 51-150 - Risk Category III,19953 BALLINGER WAY NE ,SHORELINE,98155,(206) 363-5051,-122.30892779850001,47.7739065417,TODO MEXICO,Routine Inspection/Field Review,33.0,Unsatisfactory,False,RED,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0020005,DAGG8NTJW,IVBERULKU,2.0
SHELL OIL,SHELL OIL,2019-08-22,Seating 0-12 - Risk Category I,210 NE 45TH ST ,Seattle,98105,,-122.32677701870001,47.661669924899996,SHELL OIL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0024993,DATMPRTLV,,1.0
SHAWARMA KING,SHAWARMA KING,2019-08-22,Seating 13-50 - Risk Category III,4337 UNIVERSITY WAY NE ,Seattle,98105,(206) 941-1525,-122.3135894228,47.6609274034,SHAWARMA KING,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0002183,DAYS0GISB,IVU356ONU,2.0
SAND POINT COUNTRY CLUB,SAND POINT COUNTRY CLUB,2019-08-22,Seating 0-12 - Risk Category II,8333 55TH AVE NE,Seattle,98115,(206) 525-5766,-122.274273042,47.6873419252,SAND POINT COUNTRY CLUB,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0001881,DAJZ3A6JP,IVTA4NIN8,2.0
SAND POINT COUNTRY CLUB,SAND POINT COUNTRY CLUB - CASCADE GRILL,2019-08-22,Seating 51-150 - Risk Category III,8333 55TH AVE NE,Seattle,98115,(206) 525-5766,-122.274273042,47.6873419252,SAND POINT COUNTRY CLUB,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0087012,DAWCZQBHP,IVWIGGODQ,1.0
KATY'S CORNER CAFE,KATY'S CORNER CAFE,2019-08-22,Seating 0-12 - Risk Category II,2000 E UNION ST ,SEATTLE,98122,(206) 322-2490,-122.30592090209998,47.613060213999994,KATY'S CORNER CAFE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0067416,DACCRRBIQ,,1.0
ROOSTER'S BAR & GRILL,ROOSTER'S BAR & GRILL,2019-08-22,Seating 51-150 - Risk Category III,611 BROADWAY AVE E,SEATTLE,98102,(206) 922-3061,-122.321253,47.624590000000005,ROOSTER'S BAR & GRILL,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0084710,DA9WEMR90,,1.0
JUST POKE,JUST POKE,2019-08-22,Seating 13-50 - Risk Category III,4339 UNIVERSITY WAY NE,SEATTLE,98105,(206) 422-7744,-122.31346793,47.66092475,JUST POKE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0088186,DAYF47KR0,IVEZBHFCI,1.0
TAQUERIA CANTINA,TAQUERIA CANTINA,2019-08-22,Seating 51-150 - Risk Category III,2630 1ST AVE,SEATTLE,98121,(253) 653-6021,-122.35021831,47.61586004,TAQUERIA CANTINA,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0081365,DA1FDLRVR,,1.0
DICK'S DRIVE IN,DICKS DRIVE IN,2019-08-22,Seating 0-12 - Risk Category III,12325 30TH AVE NE ,Seattle,98125,(206) 634-0300,-122.2967947431,47.7182117541,DICK'S DRIVE IN,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0001279,DAALTVNWI,IVPW9VU5L,1.0
VICTROLA COFFEE,VICTROLA COFFEE,2019-08-22,Seating 0-12 - Risk Category II,3215 BEACON AVE S ,SEATTLE,98144,(206) 356-5259,-122.309302392,47.5745959838,VICTROLA COFFEE,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,4000 - Food and non-food surfaces properly used and...,5,PR0076200,DAS1WVSVD,IVSUTON0W,1.0
RICKSHAW RESTAURANT,RICKSHAW RESTAURANT,2019-08-22,Seating 51-150 - Risk Category III,322 N 105TH ST ,Seattle,98133,(425) 777-0807,-122.3544803026,47.7052675871,RICKSHAW RESTAURANT,Routine Inspection/Field Review,13.0,Unsatisfactory,False,BLUE,3700 - In-use utensils properly stored,3,PR0001827,DATDHC6DX,IVJI4J7ZP,2.0
TASTY,TASTY,2019-08-22,Seating 0-12 - Risk Category III,4311 UNIVERSITY WAY NE,SEATTLE,98105,(253) 365-5181,-122.31340487760001,47.6601539549,TASTY,Routine Inspection/Field Review,23.0,Unsatisfactory,False,RED,1300 - Food contact surfaces and utensils used for raw meat thoroughly cleaned and sanitized.  no ..,15,PR0001594,DAAO3DRFU,IVLL02U9X,2.0
FRESH FLOURS BEACON HILL,FRESH FLOURS BEACON HILL,2019-08-22,Seating 13-50 - Risk Category II,1624 S MCCLELLAN ST,SEATTLE,98144,(206) 297-3300,-122.3112425,47.57881003,FRESH FLOURS BEACON HILL,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0084591,DAL6DHSC1,IVCUFHAVW,1.0
University Village 76,UNIVERSITY VILLAGE 76,2019-08-22,Seating 0-12 - Risk Category III,5100 25th AVE NE,SEATTLE,98105,(415) 720-7863,-122.30016158,47.66674073,University Village 76,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0080947,DASZM8AAT,IV7YNYZ0X,1.0
ROM MAI THAI RESTAURANT,ROM MAI THAI RESTAURANT,2019-08-22,Seating 51-150 - Risk Category III,613 BROADWAY AVE E ,Seattle,98102,,-122.3211840159,47.62438459689999,ROM MAI THAI RESTAURANT,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0020087,DATMS3WIX,,2.0
REVOLUTIONS COFFEE,REVOLUTIONS COFFEE,2019-08-22,Seating 13-50 - Risk Category III,7208 E GREENLAKE DR N ,Seattle,98115,(206) 523-9090,-122.3256195294,47.6803936995,REVOLUTIONS COFFEE,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,0600 - Adequate handwashing facilities,10,PR0011868,DAOCKJZ8S,IVLUO4GJF,1.0
SEA MONSTER LLC,SEA MONSTER LLC,2019-08-22,Seating 13-50 - Risk Category III,2202 N 45TH ST ,Seattle,98103,,-122.3323549578,47.6615059172,SEA MONSTER LLC,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0001722,DANDMN40G,,1.0
HIMITSU TERIYAKI,HIMITSU TERIYAKI,2019-08-22,Seating 13-50 - Risk Category III,8014 LAKE CITY WAY NE #E,SEATTLE,98115,(206) 524-9929,-122.3124577733,47.6867935711,HIMITSU TERIYAKI,Routine Inspection/Field Review,30.0,Unsatisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0070122,DAMLNGJTF,IVHS2FLMS,1.0
KOA CAFE,KOA CAFE,2019-08-23,Seating 13-50 - Risk Category III,4754 UNIVERSITY WAY NE ,Seattle,98105,(206) 218-2589,-122.3129050642,47.66467301270001,KOA CAFE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0001965,DA8TZ6OUG,,1.0
WARWICK HOTEL,WARWICK HOTEL,2019-08-23,Seating 151-250 - Risk Category III,401 LENORA ST,Seattle,98121,(206) 443-4300,-122.3406932327,47.613813696,WARWICK HOTEL,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004059,DAMQBN0RC,IVY46T3HH,2.0
WALRUS & THE CARPENTER,WALRUS & THE CARPENTER,2019-08-23,Seating 13-50 - Risk Category III,4743 BALLARD AVE NW #1B,SEATTLE,98107,(206) 395-9227,-122.3805543319,47.6638995121,WALRUS & THE CARPENTER,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0080699,DACHSZLCS,IVKEUD5HP,2.0
GALAXY RUNE,GALAXY RUNE,2019-08-23,Seating 13-50 - Risk Category III,3601 FREMONT AVE N,SEATTLE,98103,(206) 313-9776,-122.35016999999999,47.65157,GALAXY RUNE,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0088365,DA0EAEQFR,,1.0
MY GYRO'S,MY GYRO'S,2019-08-23,Seating 0-12 - Risk Category III,256 NE 45TH ST,SEATTLE,98105,(425) 208-9726,-122.32579654,47.66155468,MY GYRO'S,Routine Inspection/Field Review,35.0,Unsatisfactory,False,RED,"2500 - Toxic substances properly identified,...",10,PR0084752,DA0AJBTTR,IV0UUSZBH,1.0
T-MOBILE PARK,HIT IT HERE  KITCHEN  C32A,2019-08-23,Seating > 250 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0053122,DAKF55JSK,IVLNGPL3X,1.0
SEATTLE GOLF CLUB,SEATTLE GOLF CLUB,2019-08-23,Seating > 250 - Risk Category III,210 NW 145TH ST ,SEATTLE,98177,(206) 363-5444,-122.36280757780001,47.735259839799994,SEATTLE GOLF CLUB,Routine Inspection/Field Review,10.0,Satisfactory,False,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0001900,DA7HBTIRN,IV8V0R2TG,1.0
BASIL - VIET KITCHEN,BASIL - VIET KITCHEN,2019-08-23,Seating 13-50 - Risk Category III,4002 UNIVERSITY WAY NE ,SEATTLE,98105,,-122.31311769940001,47.6554791916,BASIL - VIET KITCHEN,Routine Inspection/Field Review,40.0,Unsatisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0011347,DAS6NKABV,IVGFLAJNG,2.0
T-MOBILE PARK,OBSERV U331D - SWEET SHOP,2019-08-23,Seating 0-12 - Risk Category I,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0053147,DAH5ZHA0B,IVS0UVXL5,1.0
T-MOBILE PARK,CONCESSIONS U325G,2019-08-23,Seating 0-12 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0053141,DAB7DGGLS,,1.0
T-MOBILE PARK,COOKING CONCESSION U340G,2019-08-23,Seating 0-12 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,3.0,Satisfactory,False,BLUE,3000 - Proper thawing methods used,3,PR0053151,DA8PTK8HC,IVZCJTMZV,1.0
T-MOBILE PARK,SUITE KITCHEN S27B,2019-08-23,Seating > 250 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0053158,DA5W0YY0K,IVAMXSPWT,1.0
T-MOBILE PARK,U347 HOT DOG,2019-08-23,Seating 0-12 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0053155,DADEOQNOR,,1.0
T-MOBILE PARK,COOKING CONCESSION U335I,2019-08-23,Seating 0-12 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0053149,DADIC60ZN,,1.0
T-MOBILE PARK,SPECIALTY/PIZZA U329P,2019-08-23,Seating 0-12 - Risk Category III,151 S ROYAL BROUGHAM WAY,SEATTLE,98134,,-122.33357746969999,47.592174436899995,T-MOBILE PARK,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0053144,DAEOPDL0X,,1.0
DJAN'S DINING,DJAN'S DINING,2019-08-23,Seating 13-50 - Risk Category III,264 NE 45TH ST ,SEATTLE,98105,(425) 293-4002,-122.3254163207,47.6615428095,DJAN'S DINING,Routine Inspection/Field Review,30.0,Unsatisfactory,False,RED,"2500 - Toxic substances properly identified,...",10,PR0065276,DAAWAPLFQ,IVPO1OTKQ,2.0
JACK IN THE BOX #8412,JACK IN THE BOX #8412,2019-08-23,Seating 13-50 - Risk Category III,4749 UNIVERSITY WAY NE ,Seattle,98105,(619) 600-5601,-122.313355142,47.6647593366,JACK IN THE BOX #8412,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0001492,DAKMZ7BZX,IVCEIR0TR,2.0
"MUDDY CUP, LLC","MUDDY CUP, LLC",2019-08-23,Seating 13-50 - Risk Category II,266 NE 45TH ST,SEATTLE,98105,(360) 388-0600,-122.32543214,47.66150768,"MUDDY CUP, LLC",Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0080866,DAFVTWJRI,,1.0
PUDGE BROS PIZZA,PUDGE BROS PIZZA,2019-08-23,Seating 0-12 - Risk Category III,269 NE 45TH ST ,SEATTLE,98105,(206) 997-8883,-122.3254835234,47.661155943599994,PUDGE BROS PIZZA,Routine Inspection/Field Review,10.0,Unsatisfactory,False,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0049925,DAB6H06TM,IVZ014FLT,1.0
MCDONALD'S  #2967,MCDONALD'S OF WESTWOOD #2967,2019-08-23,Seating 13-50 - Risk Category III,2580 SW BARTON ST,Seattle,98126,(425) 827-9700,-122.36633,47.521415999999995,MCDONALD'S  #2967,Routine Inspection/Field Review,25.0,Unsatisfactory,False,RED,1900 - No room temperature storage; proper use of time...,25,PR0044379,DAWM6EQ6A,IVSGMZBX9,2.0
RANCHO BRAVO,RANCHO BRAVO,2019-08-23,Seating 0-12 - Risk Category III,211 NE 45TH ST ,Seattle,98105,(206) 790-0155,-122.3263760765,47.6611921695,RANCHO BRAVO,Return Inspection,0.0,Satisfactory,False,,,0,PR0002110,DAU1QBGOO,,2.0
TOSHI'S TERIYAKI,TOSHI'S TERIYAKI,2019-08-23,Seating 13-50 - Risk Category III,9029 25TH AVE SW,SEATTLE,98126,(206) 932-4750,-122.365587,47.522524,TOSHI'S TERIYAKI,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0066995,DAOE6I9OP,,1.0
VATSANA THAI,VATSANA THAI,2019-08-23,Seating 13-50 - Risk Category III,9025 25TH AVE SW,SEATTLE,98126,,-122.365577,47.522671,VATSANA THAI,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0068701,DAHOFH6EM,,2.0
VICTROLA CART,VICTROLA CART,2019-08-23,Seating 0-12 - Risk Category I,515 WESTLAKE AVE N,SEATTLE,98109,(704) 328-5090,-122.33059567,47.61769722,VICTROLA CART,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0083920,DABBAP8DO,,1.0
AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,AMAZON BLOCK 19 TOWER,2019-08-23,Seating 51-150 - Risk Category III,2121 7TH AVE,SEATTLE,98121,(704) 328-5090,-122.33951724,47.61598921,AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086136,DANOPUB7L,,1.0
AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,"AMAZON BLOCK 19 TOWER - LEVEL 2  BON APPETIT ""ELM COFFEE SHOP""",2019-08-23,Seating 0-12 - Risk Category I,2121 7TH AVE,SEATTLE,98121,(704) 328-5090,-122.33951724,47.61598921,AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086126,DAZATGS0D,,1.0
AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,AMAZON BLOCK 19-TOWER/L3- TRIO,2019-08-23,Seating 151-250 - Risk Category III,2121 7TH AVE,SEATTLE,98121,(704) 328-5090,-122.33951724,47.61598921,AMAZON BLOCK 19 TOWER-ELM COFFEE SHOP,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086137,DAYDFUAZD,,1.0
STARBUCKS COFFEE #23730,STARBUCKS COFFEE #23730,2019-08-23,Seating 51-150 - Risk Category II,515 WESTLAKE AVE N,SEATTLE,98109,(206) 549-1556,-122.33884831,47.62381816,STARBUCKS COFFEE #23730,Routine Inspection/Field Review,0.0,Satisfactory,False,,,0,PR0086122,DAIT2IOWQ,,1.0
EVERGREENS COMMISSARY,EVERGREENS COMMISSARY,2019-08-23,Seating 0-12 - Risk Category III,1200 WESTLAKE AVE N STE 210,SEATTLE,98109,(425) 269-9455,-122.33972,47.62993,EVERGREENS COMMISSARY,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0087663,DALZV1LAV,IV2PYIDMU,1.0
STARBUCKS COFFEE #2810,STARBUCKS,2019-08-23,Seating 13-50 - Risk Category II,1200 WESTLAKE AVE N,SEATTLE,98109,(206) 447-1575,-122.33993907600001,47.629936205,STARBUCKS COFFEE #2810,Routine Inspection/Field Review,5.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0069348,DAITORNHB,IVH3ICETT,1.0
MEMO'S MEXICAN FOOD,MEMO'S MEXICAN FOOD,2019-08-23,Seating 51-150 - Risk Category III,4743 UNIVERSITY WAY NE ,Seattle,98105,(206) 729-5071,-122.31334776860001,47.664326509300004,MEMO'S MEXICAN FOOD,Routine Inspection/Field Review,23.0,Unsatisfactory,False,BLUE,3000 - Proper thawing methods used,3,PR0011555,DAF2MRNZK,IVXSBKQ0X,2.0
STARBUCKS COFFEE #3231,STARBUCKS COFFEE #3231,2019-08-23,Seating 13-50 - Risk Category II,2300 S JACKSON ST ,Seattle,98144,,-122.3019917026,47.5994757762,STARBUCKS COFFEE #3231,Routine Inspection/Field Review,5.0,Unsatisfactory,False,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0050341,DASGVRX7Y,IVOZHNHJU,1.0
CAFE HAPPY,CAFE HAPPY,2019-08-23,Seating 0-12 - Risk Category II,1406 40TH ST,Seattle,98105,(425) 308-8012,-122.31290767200001,47.655484433299996,CAFE HAPPY,Routine Inspection/Field Review,15.0,Satisfactory,False,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0001298,DAMFHMGMZ,IVEACVVO1,1.0
